customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure,MonthlyCharges,TotalCharges
4854-SSLTN,1,0,1,1,1,0,0,1,1,0,1,0,0,2,0,3,0,2,59.5,130.5
5294-DMSFH,0,0,1,1,1,0,1,0,0,0,0,1,2,0,1,1,0,29,87.8,2621.75
4837-PZTIC,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,3,0,47,41.9,1875.25
1625-JAIIY,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,2,1,68,83.0,5685.8
0603-OLQDC,1,0,0,1,1,0,0,1,0,0,0,1,2,0,1,3,0,12,69.85,837.5
3272-VUHPV,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,8,56.3,401.5
4176-FXYBO,1,0,1,0,1,1,1,1,1,1,0,1,2,0,0,2,0,54,109.55,6118.95
1063-DHQJF,1,0,1,1,1,0,1,0,1,0,1,1,0,2,1,3,0,69,92.15,6480.9
8663-UPDGF,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,26,69.5,1800.05
6719-FGEDO,0,0,1,0,1,1,1,1,1,1,1,0,0,2,1,0,0,72,97.0,7104.2
1837-YQUCE,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,0,0,70,58.35,4214.25
2947-DOMLJ,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,1,50.6,50.6
4112-LUEIZ,1,0,0,0,1,0,1,0,0,0,0,1,2,0,1,2,1,10,89.5,863.1
0369-ZGOVK,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,28,70.4,1992.2
4510-HIMLV,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,69.8,69.8
9919-KNPOO,0,0,1,0,1,1,1,0,0,0,0,1,2,0,1,2,0,21,94.3,1948.35
8749-JMNKX,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,51,93.8,4750.95
7872-BAAZR,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,0,0,53,19.55,1007.9
9391-LMANN,1,0,0,1,1,0,1,1,1,1,0,0,2,1,0,2,0,53,95.95,5036.9
2430-USGXP,1,0,1,0,1,1,1,0,0,1,0,1,2,0,1,2,1,24,101.05,2391.8
8174-TBVCF,0,0,1,0,1,1,0,1,1,1,1,1,2,2,1,1,0,70,94.8,6859.05
1698-XFZCI,1,0,0,0,1,1,1,1,1,1,0,1,2,1,1,2,0,61,107.75,6521.9
1877-HKBQX,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,3,0,11,54.6,617.85
4450-DLLMH,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,71.3,157.75
0428-AXXLJ,1,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,25,19.5,516.3
2746-DIJLO,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,41,56.3,2364.0
5955-ERIHD,1,0,1,0,1,1,1,0,0,0,0,1,2,0,1,2,1,18,94.7,1687.95
0917-EZOLA,1,1,1,0,1,1,1,0,1,1,0,1,2,2,1,0,1,72,104.15,7689.95
3508-VLHCZ,0,0,1,1,1,1,0,1,1,1,1,1,2,2,1,1,0,71,90.55,6239.05
4086-ATNFV,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,3,0,34,60.8,2042.05
0468-YRPXN,1,0,0,0,1,0,1,0,0,1,1,1,2,0,1,1,0,29,98.8,2807.1
5996-NRVXR,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,40,98.15,4116.8
3739-YBWAB,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3,0,36,35.35,1317.95
7047-FWEYA,0,0,1,0,1,1,1,0,1,0,1,1,2,1,1,2,0,46,103.15,4594.65
2000-MPKCA,0,0,0,0,1,1,1,1,1,1,0,1,2,1,1,2,0,58,107.75,6332.75
9762-YAQAA,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,39,81.4,3213.75
5949-EBSQK,1,0,1,1,1,0,0,0,0,0,1,0,2,0,0,1,1,4,61.45,229.55
5473-KHBPS,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,52,95.7,4976.15
0100-DUVFC,1,1,1,0,1,1,1,0,1,1,0,1,2,1,1,2,0,70,104.8,7308.95
5397-TUPSH,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,65,70.95,4555.2
8950-MTZNV,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,44.95,44.95
0326-VDYXE,0,0,1,0,1,1,1,0,0,1,0,1,2,1,1,2,0,70,97.65,6982.5
6773-LQTVT,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,3,0,29,35.65,1025.15
7274-RTAPZ,1,0,0,0,1,0,1,0,0,0,0,1,2,0,1,2,1,1,90.55,90.55
0436-TWFFZ,0,0,0,0,1,1,0,1,0,1,1,1,2,2,1,3,0,67,85.25,5714.2
8566-YPRGL,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,3,0,1,19.5,19.5
0311-UNPFF,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,1,26,88.8,2274.35
6609-MXJHJ,0,0,1,1,1,1,2,0,0,0,0,0,1,2,1,3,0,30,25.1,789.55
2669-OIDSD,0,0,1,0,1,0,1,0,0,1,1,1,2,0,1,1,0,48,100.05,4834.0
8400-WZICQ,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,55,55.7,3131.8
3834-XUIFC,1,0,0,0,1,1,1,0,0,0,0,0,2,0,1,3,1,7,85.2,602.55
9576-SYUHJ,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,2,0,37,91.15,3369.25
0410-IPFTY,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,0,31,83.85,2674.15
2831-EBWRN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,4,45.9,199.75
9430-NKQLY,1,0,1,1,1,1,2,0,0,0,0,0,1,2,1,1,0,72,25.1,1790.8
8414-MYSHR,1,1,0,0,1,0,1,0,0,0,0,1,2,0,1,2,1,5,91.4,449.75
0247-SLUJI,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,3,0,1,19.7,19.7
9402-ORRAH,0,1,0,0,1,0,1,0,0,0,0,1,2,0,1,2,0,15,91.5,1400.3
6483-OATDN,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,8,51.3,411.6
1293-HHSHJ,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,3,0,35,21.1,741.0
4840-ORQXB,0,1,0,0,1,1,1,0,1,1,0,1,2,0,0,2,0,56,104.75,5841.35
7599-FKVXZ,1,0,1,0,1,1,1,0,0,1,1,1,2,0,1,0,1,42,106.15,4512.7
3982-DQLUS,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,0,65,85.75,5688.45
8610-ZIKJJ,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,3,0,2,20.3,31.9
3756-VNWDH,1,1,1,0,1,1,1,1,0,0,0,1,2,1,1,2,0,65,100.75,6674.65
7801-KICAO,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,18,74.15,1345.75
7673-LPRNY,0,0,0,0,1,1,0,1,0,1,0,1,2,1,1,2,0,23,78.55,1843.05
8229-TNIQA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,4,45.3,196.95
6060-QBMGV,1,0,1,0,1,0,2,0,0,0,0,0,1,2,0,1,0,70,19.85,1433.8
7339-POGZN,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,4,50.7,214.55
2828-SLQPF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19,45.0,865.85
4465-VDKIQ,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,18,77.8,1358.6
2921-XWDJH,0,1,1,0,1,0,1,1,0,0,0,0,2,0,1,2,0,38,83.45,3147.15
6221-AVQYL,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,2,73.25,131.05
2558-BUOZZ,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,47,94.8,4535.85
9257-AZMTZ,0,0,1,1,1,0,2,0,0,0,0,0,1,2,0,0,0,52,20.1,1078.75
0003-MKNFE,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,0,9,59.9,542.4
0975-UYDTX,0,0,1,0,1,1,0,1,1,1,1,1,2,1,1,1,0,26,90.1,2312.55
7743-EXURX,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,1,8,51.05,415.05
4682-BLBUC,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,2,0,44,70.95,3250.45
0975-VOOVL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,29.2,98.5
5968-VXZLG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,46.6,87.9
5569-KGJHX,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,9,85.35,754.65
4988-IQIGL,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,1,75.35,75.35
5201-FRKKS,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25,74.3,1952.25
9799-CAYJJ,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,2,69.3,153.8
7730-IUTDZ,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,1,43,75.2,3198.6
0426-TIRNE,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,1,1,20.9,20.9
5443-SCMKX,0,0,1,0,1,1,1,0,1,1,0,0,2,1,1,2,0,58,94.3,5610.15
8295-KMENE,0,0,1,1,1,1,0,1,0,1,1,1,0,2,1,3,0,59,76.45,4519.5
6738-ISCBM,1,0,0,0,0,0,0,1,0,1,0,1,2,1,1,2,0,44,54.0,2440.25
9821-BESNZ,1,0,0,0,1,1,1,0,1,0,1,1,2,1,1,2,0,66,104.25,6860.6
3678-MNGZX,1,0,1,1,1,0,2,0,0,0,0,0,1,2,0,0,0,68,19.95,1377.7
1335-NTIUC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,24.95,190.25
2916-BQZLN,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,2,0,19,84.75,1651.95
4558-CGYCZ,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0,4,19.75,78.3
2368-GAKKQ,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,0,0,70,113.65,7939.25
8710-YGLWG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,44.9,44.9
3199-XGZCY,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,8,75.25,576.7
3785-KTYSH,1,0,0,0,1,1,2,0,0,0,0,0,1,2,0,3,0,53,24.6,1279.0
6814-ZPWFQ,1,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,51,25.0,1260.7
4063-EIKNQ,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,11,20.95,267.35
6993-YCOBK,1,0,1,1,1,1,1,1,0,1,1,1,2,2,1,2,0,60,110.6,6586.85
5206-HPJKM,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,17,55.5,934.15
7587-RZNME,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,3,43.3,123.65
0748-RDGGM,1,0,1,0,1,0,1,1,1,1,1,1,2,1,1,0,1,70,109.5,7534.65
8393-JMVMB,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0,1,19.45,19.45
5019-GQVCR,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,2,0,43,84.85,3645.6
6036-TTFYU,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,3,0,16,19.6,314.45
2550-AEVRU,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,2,0,57,53.45,3053.0
0969-RGKCU,1,0,1,1,1,0,2,0,0,0,0,0,1,1,0,1,0,37,19.8,677.05
0378-CJKPV,0,0,1,0,1,1,1,1,1,1,1,1,2,2,0,1,0,72,112.1,7965.95
4706-AXVKM,0,1,0,0,1,1,1,0,0,0,0,0,2,0,1,1,1,11,84.8,906.85
5889-JTMUL,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,2,1,50,95.05,4888.7
9026-RNUJS,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,5,50.35,237.25
3746-EUBYR,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,74.6,74.6
2332-EFBJY,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,3,1,16,19.7,342.4
2880-FPNAE,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,0,2,74.2,140.1
1703-MGIAB,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,3,0,17,69.0,1108.0
4311-QTTAI,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,16,19.35,295.55
9474-PHLYD,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,1,15,59.45,892.65
4318-RAJVY,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,3,0,10,19.8,198.25
2165-VOEGB,0,0,0,1,1,0,1,1,1,0,1,1,2,1,1,0,1,46,105.2,4822.85
3612-YUNGG,1,0,1,1,1,1,1,0,1,1,1,1,2,2,1,1,0,64,109.2,6741.15
2254-DLXRI,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,3,0,1,79.15,79.15
5062-CJJKH,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,3,0,25,53.65,1355.45
9028-LIHRP,1,0,1,1,1,0,1,1,1,1,1,1,0,2,0,1,0,71,100.2,7209.0
2219-MVUSO,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,8,45.15,438.4
1053-MXTTK,0,0,1,1,1,0,1,1,1,1,1,1,2,2,1,0,0,72,108.65,7726.35
1530-ZTDOZ,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,49,40.65,2070.75
1301-LOPVR,1,0,1,1,0,0,0,1,1,1,1,0,2,1,1,1,0,29,55.35,1636.95
0853-TWRVK,1,0,1,0,1,1,1,1,1,1,1,0,2,2,0,0,0,72,105.6,7581.5
8914-RBTSB,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,2,1,31,93.8,3019.5
6212-ATMLK,0,0,0,0,1,1,1,0,0,0,0,1,2,0,1,2,0,50,95.7,4729.75
8200-LGKSR,1,0,1,0,1,1,0,1,0,1,1,1,2,2,0,2,0,71,83.2,6126.1
1568-BEKZM,1,1,1,0,1,1,0,1,1,1,1,1,2,2,0,1,0,70,90.05,6333.4
0670-ANMUU,1,0,0,0,1,1,1,1,0,0,1,0,2,1,0,1,0,71,97.65,6687.85
6897-RWMUB,1,0,1,1,1,0,0,1,1,1,1,0,0,2,1,0,0,61,68.05,4158.25
0963-ZBDRN,1,0,0,0,1,0,1,0,0,0,1,1,2,0,1,2,1,32,96.2,3183.4
7594-RQHXR,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,1,1,79.6,79.6
6999-CHVCF,1,0,0,0,1,1,1,1,1,1,0,0,2,2,1,0,0,68,102.1,7149.35
6134-KWTBV,1,0,0,0,1,1,2,0,0,0,0,0,1,2,0,0,0,62,23.4,1429.65
1077-HUUJM,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,7,71.05,472.65
6331-EWIEB,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,20,85.25,1734.5
0895-LNKRC,1,0,1,1,1,0,2,0,0,0,0,0,1,1,0,3,0,6,19.45,113.5
2045-BMBTJ,0,1,0,0,0,0,0,1,1,1,0,1,2,0,1,0,0,33,59.45,1884.65
8417-GSODA,1,0,1,1,1,1,1,0,0,0,0,1,2,1,0,0,0,28,92.2,2568.15
5171-EPLKN,1,0,0,0,1,0,2,0,0,0,0,0,1,2,0,1,0,27,19.85,470.0
4452-QIIEB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,7,43.9,278.4
5998-VVEJY,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,2,1,26,80.5,2088.8
1624-NALOJ,1,1,0,0,1,1,1,0,1,0,0,0,2,0,1,2,1,5,89.8,502.6
6741-EGCBI,1,1,0,0,1,1,1,1,0,0,0,0,2,0,1,1,0,30,90.5,2595.85
7820-ZYGNY,1,0,0,0,1,1,1,0,1,0,0,0,2,1,0,1,0,63,90.45,5825.5
4317-VTEOA,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,50.75,50.75
9677-AVKED,0,0,0,1,1,1,0,0,1,1,1,1,2,1,1,2,0,53,84.6,4449.75
1670-SVOWZ,0,0,1,1,1,0,1,0,1,0,1,0,2,0,1,1,1,14,89.65,1208.35
2227-JRSJX,0,0,0,0,1,0,1,0,1,0,1,1,2,0,1,0,0,21,99.15,1956.4
9847-HNVGP,1,0,0,0,1,0,2,0,0,0,0,0,1,1,0,3,0,17,19.95,310.6
6696-YDAYZ,1,0,1,1,1,0,2,0,0,0,0,0,1,2,0,3,0,16,20.5,290.55
8980-WQFWL,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,0,35,62.1,2096.1
1730-ZMAME,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,2,0,32,79.5,2665.0
6506-EYCNH,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,28,19.55,543.8
4634-JLRJT,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,3,0,1,20.35,20.35
9501-UKKNL,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,0,59,51.7,3005.8
2560-QTSBS,0,0,1,1,1,1,2,0,0,0,0,0,1,1,1,0,0,72,23.3,1623.15
7541-YLXCL,1,0,0,0,1,0,0,0,1,0,1,0,2,1,1,3,1,36,65.4,2498.4
4795-WRNVT,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,3,0,40,65.1,2586.0
6080-TCMYC,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,2,0,40,81.2,3292.3
0260-ZDLGK,0,0,0,1,1,0,0,0,0,1,1,1,2,0,1,3,1,9,72.9,651.4
7860-UXCRM,1,0,1,1,1,0,0,1,1,1,1,1,0,2,0,1,0,63,74.5,4674.55
6357-JJPQT,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,3,80.5,232.35
2292-XQWSV,1,0,1,1,0,0,0,0,1,1,1,1,2,1,0,3,0,40,60.3,2448.5
9552-TGUZV,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,3,0,8,75.0,658.1
5913-INRQV,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,3,0,34,90.15,3128.8
8722-NGNBH,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,5,40.0,223.45
6210-KBBPI,1,1,0,0,1,1,1,0,1,0,0,1,2,0,1,1,1,9,99.45,919.4
9643-YBLUR,1,0,1,0,1,1,0,0,1,1,0,0,2,0,1,1,0,9,69.05,653.95
8734-FNWVH,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,31,59.7,1825.5
9447-YPTBX,0,0,1,0,1,0,2,0,0,0,0,0,1,1,1,0,0,50,19.85,943.1
0133-BMFZO,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,1,2,86.25,181.65
6128-CZOMY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,45.65,45.65
9540-JYROE,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,8,70.1,551.35
9026-LHEVG,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,9,40.75,359.4
2260-USTRB,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,70.2,115.95
3656-TKRVZ,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,3,55.35,165.2
7011-CVEUC,1,0,1,0,1,0,1,0,0,0,1,1,2,0,1,1,0,25,95.7,2338.35
6185-TASNN,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,46.3,46.3
7925-PNRGI,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,3,0,45,81.3,3541.1
8623-TMRBY,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,2,1,51,84.2,4146.05
1552-CZCLL,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,1,0,55,20.0,1087.25
3038-PQIUY,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,38,66.15,2522.4
1501-SGHBW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,45.85,81.0
9313-CDOGY,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,2,0,38,19.6,717.3
8148-BPLZQ,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,34,49.8,1734.2
2623-DRYAM,0,0,1,0,1,1,1,0,0,1,0,1,2,1,1,2,0,70,101.75,7069.3
9987-LUTYD,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,13,55.15,742.9
3208-YPIOE,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,39,75.25,3017.65
4488-KQFDT,0,0,0,0,1,1,1,0,1,1,0,1,2,1,1,2,0,61,103.95,6423.0
2612-RANWT,0,0,0,0,1,1,1,0,0,1,0,1,2,0,1,0,1,12,100.15,1164.3
5693-PIPCS,1,0,0,0,1,0,1,0,1,0,1,1,2,2,1,1,0,41,99.65,4220.35
0491-KAPQG,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,21,73.7,1558.7
1925-LFCZZ,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,55,50.05,2743.45
8039-EQPIM,1,0,1,0,0,0,0,1,0,1,1,1,2,2,0,0,0,69,60.25,4055.5
6900-PXRMS,1,1,1,1,1,1,1,0,1,1,0,1,2,0,0,2,1,26,105.75,2710.25
8707-RMEZH,0,1,1,0,1,0,1,1,1,0,0,0,2,1,0,1,0,69,87.3,6055.55
3346-BRMIS,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,2,1,18,48.35,810.7
3209-ZPKFI,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,2,0,47,54.25,2538.2
6479-VDGRK,0,0,1,1,1,0,0,1,1,1,1,1,2,2,0,0,0,72,85.3,6129.2
9373-WSLOY,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,2,0,33,50.0,1750.85
2933-FILNV,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,24.4,36.55
3569-JFODW,0,0,1,1,1,1,0,1,1,1,1,1,2,2,0,1,0,72,90.95,6652.45
9819-FBNSV,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,37,72.25,2575.45
9544-PYPSJ,0,1,1,1,1,1,1,0,1,1,0,0,2,0,1,1,0,62,96.1,6019.35
1591-XWLGB,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,1,0,71,19.85,1379.6
0396-UKGAI,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,23,55.3,1284.2
3243-ZHOHY,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,3,0,16,20.1,296.15
5186-EJEGL,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,3,0,9,69.5,653.25
7527-QNRUS,1,0,1,1,1,1,2,0,0,0,0,0,1,2,1,3,0,17,25.15,412.6
9986-BONCE,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,4,20.95,85.5
2722-JMONI,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,49.55,49.55
2203-GHNWN,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,3,0,24,79.65,1928.7
3878-AVSOQ,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,71.25,71.25
3258-SYSWS,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,72,113.8,7845.8
5296-PSYVW,0,0,1,0,1,1,2,0,0,0,0,0,1,2,0,2,0,72,24.55,1750.7
6319-QSUSR,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,11,19.7,216.2
4083-EUGRJ,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,1,9,20.25,178.5
7579-OOPEC,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,50.15,115.1
0512-FLFDW,0,1,1,0,1,1,1,0,0,1,0,1,2,1,1,1,0,60,100.5,6029.0
1771-OADNZ,1,1,1,0,1,1,1,0,1,1,0,0,2,0,1,2,1,29,95.9,2745.2
0487-CRLZF,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,0,0,49,74.45,3721.9
2107-FBPTK,0,1,0,0,1,1,1,0,1,1,0,1,2,0,1,2,0,30,104.1,3121.1
9451-WLYRI,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,1,0,53,19.05,990.45
8219-VYBVI,1,0,0,1,1,1,2,0,0,0,0,0,1,2,0,3,0,39,25.0,1004.35
1991-VOPLL,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0,9,19.05,157.65
9738-QLWTP,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,2,0,39,81.9,3219.75
1016-DJTSV,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,8,69.7,572.85
9419-IPPBE,0,0,1,1,1,1,1,0,0,1,0,0,2,1,1,2,0,51,90.15,4554.85
0174-QRVVY,1,0,1,1,1,1,2,0,0,0,0,0,1,2,0,1,0,71,25.35,1847.55
5699-BNCAS,1,1,0,0,1,1,2,0,0,0,0,0,1,2,1,3,0,71,24.65,1766.75
2900-PHPLN,0,1,1,0,1,0,2,0,0,0,0,0,1,2,1,1,0,70,19.55,1462.05
0612-RTZZA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,25.25,25.25
8106-GWQOK,1,0,1,0,0,0,0,1,1,0,1,1,2,2,1,0,0,38,60.0,2193.2
8751-EDEKA,0,0,1,0,1,0,1,0,1,1,0,0,2,0,0,1,0,28,89.9,2433.5
6878-GGDWG,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,32,19.4,641.15
4039-PIMHX,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,3,0,49,49.8,2398.4
8450-LUGUK,0,0,1,1,1,1,2,0,0,0,0,0,1,2,1,0,0,37,24.1,861.85
3604-WLABM,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,10,54.25,583.0
0795-GMVQO,1,0,1,0,1,1,1,1,1,1,0,1,2,1,0,1,0,67,109.9,7332.4
2259-OUUSZ,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,7,35.5,249.55
1142-IHLOO,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,1,0,51,87.55,4475.9
6410-LEFEN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,9,45.15,416.45
4633-MKHYU,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,3,0,9,88.4,788.6
6257-RJOHI,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,4,50.8,202.3
1545-JFUML,1,0,1,0,1,1,1,1,1,1,0,1,0,2,1,2,0,71,99.0,6994.6
3194-ORPIK,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,50,84.4,4116.15
7826-VVKWT,0,1,1,1,1,0,1,0,0,1,0,1,2,2,1,2,0,24,96.55,2263.45
1353-GHZOS,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,22,59.75,1374.35
2587-EKXTS,1,0,0,0,1,1,1,1,1,1,0,1,2,0,1,2,0,44,111.5,4915.15
